username,comment,like,date,comment_length
elenieskitchen9868,No hes not rude you are you dont like it when people tell you the truth you try to calm off you dont wanna hear what they have to say thats too bad,0,2023-03-18 10:40:59.345294,152
eluberimabib4070,Trump is such a boss,0,2023-11-13 10:40:59.345294,21
moneygemz5887,Thats enouUuFf,1,2022-11-13 10:40:59.345294,16
itshk9427,"Trump attacks CNN reporter
I hate Trump but that aint attacking",92,2020-11-13 10:40:59.345294,66
SupaHoon,The guardian has lost control of the narrative lol,0,2020-11-13 10:40:59.345294,50
ceciliaal5034,Vamos lha TRUMP tds às nações do planeta está  com vcs Queremos uma nova terra livre com energia livre e igualdade pra tds e livre de td mentira e  dá enganação,0,2020-11-13 10:40:59.345294,164
Bulbastrng,True and Real,0,2023-09-14 10:40:59.345294,13
elisabethvalade9866,Interesting how he calls others just how HE IS,0,2023-11-08 10:40:59.345294,51
FalconsEye58094,And this is coming from a guy who tried to overthrow a government,0,2022-11-13 10:40:59.345294,65
totallyaaron1686,Trump roasted that guy like a turkey on Thanksgiving,58,2020-11-13 10:40:59.345294,53
truthnotopinion3659,Omg a President that can speak,1,2022-11-13 10:40:59.345294,31
surreal4972,"I dont like Trump At all In fact I think he is the worst president weve ever had in office

However I must say he was in the right here Trump CLEARLY wanted to move on from the topic at hand but the reporter just WOULDNT SHUT UP He was right in shutting him down and putting him in his place",0,2021-11-13 10:40:59.345294,303
richardyance6720,NO RESPECT AT ALL,0,2023-10-14 10:40:59.345294,17
willschrueder9107,Trump is the greatest projector in history,0,2021-11-13 10:40:59.345294,43
jasonbryan3602,Why dont we have biden do these interviews,0,2023-11-04 10:40:59.345294,43
coolsquad7428,That reporter sounds like a kid talking back to there parents,22,2020-11-13 10:40:59.345294,61
shak4900,"I love trump  he exposes all the reality
Regards from Australia",3,2021-11-13 10:40:59.345294,65
chrisgali8645,We are gifted with a president like Mr Trump,2,2020-11-13 10:40:59.345294,45
rahuljoshi6627,Only guy who can save America,0,2023-11-13 10:40:59.345294,29
cityguy181,Imagine Trump telling someone else theyre rude,1,2021-11-13 10:40:59.345294,48
kavoyplowright2373,Not all actors come from Hollywood 103,0,2022-11-13 10:40:59.345294,39
runawaycat4594,They didnt come from Hollywood LOL at the thought of Hollywooders climbing over a wall D,125,2020-11-13 10:40:59.345294,92
jonmccracken8625,"Trump 
A president I can actually understand when he talks  take notes Biden",0,2023-11-12 20:40:59.345294,77
mikejackson8150,Now I miss trump hes so brave,1,2023-03-18 10:40:59.345294,30
exactceamzis6525,That was the question from the beggining,0,2022-11-13 10:40:59.345294,40
HPsawus,Attacks he had a go at him,10,2020-11-13 10:40:59.345294,28
Poldereaux,all this glory to end up leaving one day ,0,2023-11-07 10:40:59.345294,43
user-jj8wu4pe6p,I love president trump,3,2023-07-16 10:40:59.345294,23
fair1831,"Well done Donald

You are so right",11,2019-11-14 10:40:59.345294,36
ThorBB,He doesnt attack nobody lol,0,2022-11-13 10:40:59.345294,29
meilmontigny9201,Somebody got a slipper spanking,1,2022-12-18 10:40:59.345294,32
cassagrg,"Mr president is not the problem 
These media is the worlds biggest problem",54,2019-11-14 10:40:59.345294,78
johnpulaski6725,,0,2023-01-17 10:40:59.345294,2
kurihara9023,Im with you Trumpwithout people how do company get their customers thats why we only need people and declaration  to make it legal before asking a straight person,0,2022-12-18 10:40:59.345294,169
SOSBOY4EVER,Did they watch the video He had enough and literally wouldnt stop talking How tf is trump in the wrong,20,2020-11-13 10:40:59.345294,106
kurtsnyder4752,Hope theyll be ruder and terribler,0,2022-11-13 10:40:59.345294,36
gergelyozsvar9890,Hes right,0,2022-12-18 10:40:59.345294,10
y2kbug3,shame on cnn  shame on acosta,58,2019-11-14 10:40:59.345294,31
samuelweir5985,And nobody knows more about rude and terrible than Trump,0,2022-11-13 10:40:59.345294,59
johnnyrats7083,Would be nice if trump let other people finish their sentence,0,2023-10-14 10:40:59.345294,61
golden7682,Thats Enough Thats Enough THATS ENOUGH,46,2020-11-13 10:40:59.345294,45
tonihildebrand4725,Trump must have looked in the mirror Sounds just like him,0,2023-09-14 10:40:59.345294,59
andyjala158,Yeah he is Rude terrible reporter,2,2022-12-18 10:40:59.345294,33
RJIS,He should run again,1,2022-11-13 10:40:59.345294,19
bggaming2146,I mean you cant come into the country illegally and expect the president to be okay with that haha,0,2022-12-18 10:40:59.345294,99
iBacon,Look at our southern border since last year thats what no process immigration looks like,0,2022-11-13 10:40:59.345294,91
gauravmishra8782,At least he is answering Not like Modi who havent been to sessions like these ,0,2023-10-14 10:40:59.345294,81
captainnookie3060,Beautiful smack down of CNN,14,2019-11-14 10:40:59.345294,28
Thatthar899,Classic,0,2023-07-16 10:40:59.345294,8
anthonylaszlo7487,He only wears blue ties at press conferences or rallies And all one on one interviews a red tie Wonder why,0,2022-11-13 10:40:59.345294,108
Gez4565,Donald trump calling a rude terrible person a rude terrible person,66,2020-11-13 10:40:59.345294,70
andrewsedward2009,"CARAVAN IS NOT INVASIONITS MIGRANTS MOVING FROM CENTRAL AMERICA TOWARDS THE BORDER WITH THE U S

thank you for telling me that",1,2023-05-17 10:40:59.345294,135
mindtwister1984,Media got worse after fact checker Trump stood down,0,2022-11-13 10:40:59.345294,51
mastersan7798,WOW THIS INDIVIDUAL THINKS HES AT HIS TRUMP TOWER INCREDIBLE,35,2021-11-13 10:40:59.345294,67
beerborn,Imagine being an arrogant Cuban,1,2023-10-14 10:40:59.345294,32
mikep6275,Yes they should liar gets upset because the man is asking the right question that you lied about losser,1,2022-11-13 10:40:59.345294,103
dennisralph2199,I wan to challenge you  Thats not a question,18,2019-11-14 10:40:59.345294,49
charliemac5154,President Trump was right to call him rude,2,2022-12-18 10:40:59.345294,42
Adam-yx4hi,Once again projecting what he actually is onto someone else His day is coming,0,2023-11-04 10:40:59.345294,84
jamalyas2915,He definitely got fired by CNN,48,2019-11-14 10:40:59.345294,30
thehater2091,Hes right,0,2022-11-13 10:40:59.345294,10
antoniohagopian213,217,1,2023-08-15 10:40:59.345294,4
asianfrenchcanadian,"Trump attacks CNN reporter
Who wouldnt",57,2021-11-13 10:40:59.345294,42
americanguys5579,Best President ever,5,2022-12-18 10:40:59.345294,20
OHAApple,thank you for telling me this I appreciate it,50,2020-11-13 10:40:59.345294,48
Z-bone64,148I wonder if the young lady grabs Trumps orange microphone as eagerly,0,2023-10-14 10:40:59.345294,77
smusunuri,Which part the report does not understand ,0,2023-10-14 10:40:59.345294,43
twixxtro,148 DMAN She really finesse his mic like this,112,2020-11-13 10:40:59.345294,51
jord1852,You call that attacks,1,2022-12-18 10:40:59.345294,23
tuomaslilja1027,Were doomed,0,2022-12-18 10:40:59.345294,12
nelotharen8599,You are the enemy of the people hahaha,9,2020-11-13 10:40:59.345294,40
lhudson4377,All over not able to answer a,0,2023-11-08 10:40:59.345294,29
mayasilliman1465,The reporter is Jim Acosta from CNN  Hes like a giant fly that keeps landing on POTUS shouldera big swat  but he just doesnt go away and take the hint that no one really likes him,28,2019-11-14 10:40:59.345294,190
MrSebboxxx,I think Trump talked about himself  ok he mostly did ,0,2022-11-13 10:40:59.345294,59
mcivor321,THATS ENOUGH LOL,0,2023-10-14 10:40:59.345294,17
WestShoreMan,Trump started it by be so sarcastic,9,2019-11-14 10:40:59.345294,36
arnoldemmanuel8838,I get Trumps point,1,2022-11-13 10:40:59.345294,19
flohdaniel,Thats enough,0,2022-11-13 10:40:59.345294,14
copiouscoos,CNN reporter physically attacks White House intern,66,2019-11-14 10:40:59.345294,52
alexankitchoudhary2962,We need people for companies,1,2023-10-14 10:40:59.345294,28
IPLeon,Best president ever,0,2022-11-13 10:40:59.345294,19
marlon5640,Rude reporters furthermore they are not asking questions only making heavily biased statements on accordance with their political agenda in order to further agitate,365,2019-11-14 10:40:59.345294,167
user-cy3fy6pe8b,Im so furious like him come in LEGALLY,0,2023-10-14 10:40:59.345294,39
jacobturner6266,Trump is so presidential and smart Nice try reporter,2,2023-07-16 10:40:59.345294,54
crystalteardrop2605,Attacks reporter yeah I didnt see the president punch him or physically hurt him xD hahahaha,13,2020-11-13 10:40:59.345294,95
sfl6307,Hundreds of companies coming in,0,2022-11-13 10:40:59.345294,31
alokupadhyay1470,This was the best moment in entire conference,299,2019-11-14 10:40:59.345294,45
notyocousin999,I couldnt be president cuss his feelings will be hurt,0,2023-09-14 10:40:59.345294,54
exactceamzis6525,they came with the alliance like in soviet union by jumping fence at borders,0,2022-11-13 10:40:59.345294,76
svyatozar7692,Actually it should be CNN reporter attacks Trump,103,2020-11-13 10:40:59.345294,50
TalonsOfFire,Shame our politics descended to this Worst president of all time The way he points is also hilarious,1,2023-10-14 10:40:59.345294,103
oldnite3414,"Attacks
Yeah okay",1,2022-11-13 10:40:59.345294,19
kuttemkidd4899,149 yeet lol she snatched that mic,81,2020-11-13 10:40:59.345294,35
dakshvyas5123,"To ne honest it was a male reporter
Should have mentioned that",0,2022-11-13 10:40:59.345294,64
maxb376,By definition trump is being challenged therefore hes defending himself no,0,2022-11-13 10:40:59.345294,75
jaysoddfutr1136,130 so disrespectful Give the microphone up,20,2020-11-13 10:40:59.345294,45
carleeroseterangi6923,Fairness,1,2022-11-13 10:40:59.345294,9
Evilkid2363,Some people just gotta tread thin water,0,2022-11-13 10:40:59.345294,39
LiveWire134679,The title should actually be CNN reporter attacks Trump,36,2021-11-13 10:40:59.345294,57
ThomasWilliams89,thats enough,0,2023-10-14 10:40:59.345294,14
user-jx3uy1oh9b,Lol Trump was about to cry lol,1,2023-11-08 10:40:59.345294,30
VaSTI_97,Thats enough  continues,1,2022-11-13 10:40:59.345294,26
GOTTA8GO8GET8IT8,I love it,1,2023-04-17 10:40:59.345294,9
nickybelle4996,He shld respect mr presidentomg tht reporter was so rude,8,2020-11-13 10:40:59.345294,58
pawanbains4787,Come on man trump  is president I knw he is not a great leader but I will respect to the position he is onnd I always believe in his decisions as president,15,2019-11-14 10:40:59.345294,159
andretoles9505,Title should beCNN reporter attacks Trump,1,2022-11-13 10:40:59.345294,42
borizh,Trump attacks activist,2,2023-04-17 10:40:59.345294,23
brandonsalinas523,The title of this video should be Wannabe Tough Reporter gets owned by the President of the United States of America ,21,2019-11-14 10:40:59.345294,121
carlcarlson1369,This is all you need to know about the mainstream media Politics join The Fray,1,2023-10-14 10:40:59.345294,79
elainekeane4164,Oh shut up reporter Listen to the man who is smart as a whip and will be our Pres ,1,2023-03-18 10:40:59.345294,89
camsidie3971,At this point trump should just get a tattoo saying I roast kid,17,2020-11-13 10:40:59.345294,65
ICBsTurf,Politicsif only you could make both sides happy,0,2022-11-13 10:40:59.345294,51
MrSue-pe1tx,Hasnt Foxs ratings been the lowest,0,2022-11-13 10:40:59.345294,37
ukdream5982,Whatever I like trump he is very straight forward person from England ,29,2019-11-14 10:40:59.345294,77
hectorguy5687,Jim Acosta on Twitter laughing at mughsot Trump lives rentfree in his head,0,2023-09-14 10:40:59.345294,77
Thatthar899,Hate on him all that you want but trump is spitting straight facts here undeniably,1,2023-07-16 10:40:59.345294,82
xijinping1690,Here the reporters wouldve went home to find his family dead and his Minecraft world TNTd,609,2021-11-13 10:40:59.345294,91
GOOGLEMYYAHOO,Attacked Lol right,0,2023-02-16 10:40:59.345294,19
